index,type,land_type,prefecture,city,city2,station_name,building_year,station_dis,price,price_per_tsubo,room,area,land_shape,frontage,gross_floor_area,building_type,city_plan,BCR,FAR
27003,中古マンション等,,兵庫県,神戸市灘区,鶴甲,六甲,1969,25,1000000,,,55,,,,ＲＣ,第１種中高層住居専用地域,60,200
27005,宅地(土地と建物),住宅地,兵庫県,神戸市灘区,中原通,王子公園,1984,4,72000000,,,190,不整形,8.7,610,鉄骨造,近隣商業地域,80,300
27006,中古マンション等,,兵庫県,神戸市灘区,長峰台,六甲,2002,23,28000000,,３ＬＤＫ,130,,,,ＲＣ,第１種中高層住居専用地域,60,150
27007,宅地(土地と建物),住宅地,兵庫県,神戸市灘区,灘北通,王子公園,2022,5,56000000,,,85,ほぼ長方形,5.5,110,木造,第１種住居地域,60,200
27008,宅地(土地と建物),商業地,兵庫県,神戸市灘区,灘南通,大石,2022,2,550000000,,,290,不整形,20,920,ＲＣ,近隣商業地域,80,300
27009,宅地(土地と建物),住宅地,兵庫県,神戸市灘区,灘南通,摩耶,2022,4,40000000,,,55,ほぼ長方形,5.9,80,木造,第１種住居地域,60,200
27011,中古マンション等,,兵庫県,神戸市灘区,稗原町,六甲道,2000,3,44000000,,３ＬＤＫ,70,,,,ＲＣ,第１種住居地域,60,200
27012,中古マンション等,,兵庫県,神戸市灘区,深田町,六甲道,2000,1,57000000,,２ＬＤＫ,65,,,,ＳＲＣ,商業地域,80,700
27013,中古マンション等,,兵庫県,神戸市灘区,深田町,六甲道,2000,1,79000000,,３ＬＤＫ,85,,,,ＳＲＣ,商業地域,80,700
27014,中古マンション等,,兵庫県,神戸市灘区,摩耶海岸通,岩屋(兵庫),2006,7,42000000,,３ＬＤＫ,90,,,,ＲＣ,第１種住居地域,60,200
27015,中古マンション等,,兵庫県,神戸市灘区,摩耶海岸通,岩屋(兵庫),2006,7,40000000,,２ＬＤＫ＋Ｓ,85,,,,ＲＣ,第１種住居地域,60,200
27016,中古マンション等,,兵庫県,神戸市灘区,摩耶海岸通,西灘,2004,13,39000000,,３ＬＤＫ,85,,,,ＳＲＣ,第１種住居地域,60,200
27017,宅地(土地と建物),住宅地,兵庫県,神戸市灘区,都通,西灘,2002,4,33000000,,,55,ほぼ長方形,4.1,85,木造,準工業地域,60,300
27018,中古マンション等,,兵庫県,神戸市灘区,森後町,六甲道,1990,5,33000000,,,70,,,,ＳＲＣ,商業地域,80,500
27019,宅地(土地と建物),住宅地,兵庫県,神戸市灘区,八幡町,六甲道,2022,5,56000000,,,55,台形,5.7,100,木造,第１種中高層住居専用地域,60,200
27020,宅地(土地と建物),商業地,兵庫県,神戸市灘区,弓木町,六甲道,2005,7,140000000,,,150,不整形,7.2,270,ＲＣ,第１種住居地域,60,300
27021,宅地(土地と建物),住宅地,兵庫県,神戸市灘区,六甲山町,六甲,1991,1H30?2H,70000000,,,2000㎡以上,ほぼ整形,40,790,ＲＣ,市街化調整区域,60,100
27022,宅地(土地と建物),住宅地,兵庫県,神戸市灘区,六甲山町,六甲,1974,2H?,2000000,,,1900,ほぼ整形,36,250,木造,市街化調整区域,60,100
27023,中古マンション等,,兵庫県,神戸市灘区,六甲台町,六甲,2008,13,38000000,,２ＬＤＫ,75,,,,ＲＣ,第１種中高層住居専用地域,60,200
27024,中古マンション等,,兵庫県,神戸市灘区,六甲町,六甲道,1990,8,4200000,,１Ｒ,20,,,,ＲＣ,第１種住居地域,60,300
27025,宅地(土地と建物),住宅地,兵庫県,神戸市兵庫区,今出在家町,和田岬,1964,6,10000000,,,80,ほぼ正方形,8.8,135,木造,準工業地域,60,200
27026,中古マンション等,,兵庫県,神戸市兵庫区,永沢町,新開地,2021,3,24000000,,１ＬＤＫ,30,,,,ＲＣ,近隣商業地域,80,400
27027,中古マンション等,,兵庫県,神戸市兵庫区,駅前通,大開,2022,8,20000000,,１Ｋ,25,,,,ＲＣ,第２種住居地域,60,300
27028,中古マンション等,,兵庫県,神戸市兵庫区,駅前通,大開,2022,8,20000000,,１Ｋ,25,,,,ＲＣ,第２種住居地域,60,300
27029,中古マンション等,,兵庫県,神戸市兵庫区,駅前通,兵庫,2017,6,14000000,,１Ｋ,20,,,,ＲＣ,工業地域,60,200
27030,中古マンション等,,兵庫県,神戸市兵庫区,小河通,兵庫,2011,4,20000000,,１Ｋ,25,,,,ＲＣ,近隣商業地域,80,400
27031,中古マンション等,,兵庫県,神戸市兵庫区,下沢通,上沢,1985,2,18000000,,２ＤＫ,45,,,,ＲＣ,第２種住居地域,60,200
27032,中古マンション等,,兵庫県,神戸市兵庫区,下沢通,湊川公園,1995,4,26000000,,２ＬＤＫ,55,,,,ＲＣ,近隣商業地域,80,400
27033,中古マンション等,,兵庫県,神戸市兵庫区,新開地,高速神戸,2000,5,25000000,,３ＬＤＫ,60,,,,ＳＲＣ,商業地域,80,600
27034,中古マンション等,,兵庫県,神戸市兵庫区,新開地,神戸(兵庫),1998,7,34000000,,３ＬＤＫ,75,,,,ＳＲＣ,商業地域,80,600
27035,中古マンション等,,兵庫県,神戸市兵庫区,新開地,神戸(兵庫),1991,7,5200000,,１Ｋ,15,,,,ＲＣ,商業地域,80,600
27036,中古マンション等,,兵庫県,神戸市兵庫区,新開地,神戸(兵庫),1979,6,15000000,,１ＬＤＫ,55,,,,ＳＲＣ,商業地域,80,600
27037,中古マンション等,,兵庫県,神戸市兵庫区,新開地,神戸(兵庫),1979,6,12000000,,３ＬＤＫ,60,,,,ＳＲＣ,商業地域,80,600
27038,中古マンション等,,兵庫県,神戸市兵庫区,新開地,新開地,2000,1,23000000,,３ＬＤＫ,60,,,,ＳＲＣ,商業地域,80,500
27039,中古マンション等,,兵庫県,神戸市兵庫区,新開地,湊川公園,1987,4,9500000,,３ＤＫ,50,,,,ＳＲＣ,商業地域,80,500
27040,中古マンション等,,兵庫県,神戸市兵庫区,新開地,湊川公園,1987,4,13000000,,,55,,,,ＳＲＣ,商業地域,80,500
27041,宅地(土地と建物),住宅地,兵庫県,神戸市兵庫区,大開通,大開,2022,6,42000000,,,65,長方形,4.5,100,木造,第２種住居地域,60,300
27042,宅地(土地と建物),商業地,兵庫県,神戸市兵庫区,大開通,大開,1995,,29000000,,,75,不整形,6.3,60,軽量鉄骨造,近隣商業地域,80,400
27043,宅地(土地と建物),商業地,兵庫県,神戸市兵庫区,大開通,大開,1964,2,71000000,,,310,不整形,9.3,1400,ＲＣ,近隣商業地域,80,300
27045,中古マンション等,,兵庫県,神戸市兵庫区,大開通,大開,1998,4,16000000,,２ＬＤＫ,50,,,,ＳＲＣ,近隣商業地域,80,400
27046,中古マンション等,,兵庫県,神戸市兵庫区,大開通,大開,2008,3,33000000,,３ＬＤＫ,65,,,,ＲＣ,近隣商業地域,80,400
27047,中古マンション等,,兵庫県,神戸市兵庫区,塚本通,兵庫,2009,3,25000000,,１ＬＤＫ,30,,,,ＲＣ,近隣商業地域,80,400
27048,中古マンション等,,兵庫県,神戸市兵庫区,中道通,新開地,2009,4,14000000,,２ＤＫ,20,,,,ＲＣ,近隣商業地域,80,400
27050,宅地(土地と建物),住宅地,兵庫県,神戸市兵庫区,西上橘通,湊川公園,1964,5,19000000,,,80,ほぼ正方形,8,135,,近隣商業地域,80,400
27051,中古マンション等,,兵庫県,神戸市兵庫区,東出町,神戸(兵庫),2022,9,17000000,,１Ｋ,20,,,,ＲＣ,近隣商業地域,80,300
27052,中古マンション等,,兵庫県,神戸市兵庫区,東柳原町,兵庫,2022,9,20000000,,１Ｋ,25,,,,ＲＣ,第２種住居地域,60,200
27053,中古マンション等,,兵庫県,神戸市兵庫区,東柳原町,兵庫,2022,9,20000000,,１Ｋ,25,,,,ＲＣ,第２種住居地域,60,200
27054,中古マンション等,,兵庫県,神戸市兵庫区,東柳原町,兵庫,2022,9,20000000,,１Ｋ,25,,,,ＲＣ,第２種住居地域,60,200
27055,中古マンション等,,兵庫県,神戸市兵庫区,東柳原町,兵庫,2022,9,18000000,,１Ｋ,25,,,,ＲＣ,第２種住居地域,60,200
27056,中古マンション等,,兵庫県,神戸市兵庫区,東柳原町,兵庫,2022,9,20000000,,１Ｋ,25,,,,ＲＣ,第２種住居地域,60,200
27057,中古マンション等,,兵庫県,神戸市兵庫区,東柳原町,兵庫,2022,9,18000000,,１Ｋ,25,,,,ＲＣ,第２種住居地域,60,200
27058,中古マンション等,,兵庫県,神戸市兵庫区,東柳原町,兵庫,2022,9,19000000,,１Ｋ,25,,,,ＲＣ,第２種住居地域,60,200
27059,宅地(土地と建物),住宅地,兵庫県,神戸市兵庫区,兵庫町,新開地,2006,9,530000000,,,500,ほぼ長方形,16.8,1400,ＲＣ,第２種住居地域,60,300
27060,宅地(土地と建物),住宅地,兵庫県,神戸市兵庫区,鵯越町,長田(神戸電鉄),1948,11,38000000,,,500,不整形,23.9,100,木造,第１種中高層住居専用地域,60,200
27062,宅地(土地と建物),商業地,兵庫県,神戸市兵庫区,水木通,大開,1995,4,64000000,,,195,不整形,8.2,180,鉄骨造,近隣商業地域,80,400
27063,中古マンション等,,兵庫県,神戸市兵庫区,湊町,新開地,2006,6,14000000,,１Ｋ,20,,,,ＲＣ,近隣商業地域,80,400
27064,中古マンション等,,兵庫県,神戸市兵庫区,湊町,新開地,2021,4,20000000,,１Ｋ,20,,,,ＲＣ,近隣商業地域,80,400
27065,中古マンション等,,兵庫県,神戸市兵庫区,湊町,新開地,2001,6,22000000,,２ＬＤＫ,50,,,,ＳＲＣ,近隣商業地域,80,400
27068,宅地(土地と建物),住宅地,兵庫県,神戸市兵庫区,吉田町,御崎公園,2022,3,33000000,,,60,長方形,5,105,木造,第２種住居地域,60,200
27069,宅地(土地と建物),住宅地,兵庫県,神戸市長田区,池田上町,西代,1997,9,24000000,,,240,ほぼ整形,14.6,175,ＲＣ、木造,第１種中高層住居専用地域,60,200
27071,宅地(土地と建物),住宅地,兵庫県,神戸市長田区,片山町,高速長田,1989,7,11000000,,,115,ほぼ長方形,8.5,105,木造,第１種中高層住居専用地域,60,200
27072,宅地(土地と建物),住宅地,兵庫県,神戸市長田区,片山町,長田(神戸電鉄),2017,11,21000000,,,165,ほぼ整形,11.6,70,木造,第１種中高層住居専用地域,60,200
27073,中古マンション等,,兵庫県,神戸市長田区,片山町,長田(神戸電鉄),1992,10,14000000,,３ＬＤＫ,70,,,,ＲＣ,第１種中高層住居専用地域,60,200
27074,宅地(土地と建物),住宅地,兵庫県,神戸市長田区,高東町,丸山(兵庫),1970,20,14000000,,,200,ほぼ整形,12,260,ＲＣ、木造,第１種低層住居専用地域,50,100
27078,宅地(土地と建物),住宅地,兵庫県,神戸市長田区,寺池町,長田(神戸電鉄),1984,11,6000000,,,85,長方形,7,75,木造,第１種中高層住居専用地域,60,200
27079,中古マンション等,,兵庫県,神戸市長田区,長田町,高速長田,2011,5,26000000,,３ＬＤＫ,60,,,,ＲＣ,近隣商業地域,80,400
27080,中古マンション等,,兵庫県,神戸市長田区,長田町,高速長田,1989,3,15000000,,３ＬＤＫ,60,,,,ＳＲＣ,商業地域,80,500
27081,中古マンション等,,兵庫県,神戸市長田区,西代通,西代,1991,6,16000000,,２ＬＤＫ,50,,,,ＲＣ,近隣商業地域,80,300
27083,宅地(土地と建物),商業地,兵庫県,神戸市長田区,浜添通,苅藻,1992,1,46000000,,,330,不整形,25.9,260,鉄骨造,工業地域,60,200
27084,宅地(土地と建物),商業地,兵庫県,神戸市長田区,浜添通,苅藻,1992,1,46000000,,,330,不整形,25.9,260,鉄骨造,工業地域,60,200
27085,宅地(土地と建物),住宅地,兵庫県,神戸市長田区,日吉町,新長田,2022,8,36000000,,,70,長方形,5.2,90,木造,準工業地域,60,300
27086,宅地(土地と建物),住宅地,兵庫県,神戸市長田区,房王寺町,上沢,2020,8,68000000,,,195,ほぼ長方形,14,190,木造,第１種中高層住居専用地域,60,200
27088,宅地(土地と建物),住宅地,兵庫県,神戸市長田区,松野通,新長田,2022,5,44000000,,,70,長方形,4.5,110,木造,準工業地域,60,200
27089,中古マンション等,,兵庫県,神戸市長田区,松野通,新長田,1987,2,6400000,,１ＤＫ,30,,,,ＲＣ,近隣商業地域,80,400
27091,中古マンション等,,兵庫県,神戸市長田区,御蔵通,高速長田,1998,8,16000000,,,70,,,,ＳＲＣ,準工業地域,60,200
27092,中古マンション等,,兵庫県,神戸市長田区,宮川町,高速長田,1997,8,28000000,,４ＬＤＫ,80,,,,ＳＲＣ,第１種中高層住居専用地域,60,200
27093,中古マンション等,,兵庫県,神戸市長田区,明泉寺町,丸山(兵庫),1988,10,4500000,,３ＬＤＫ,55,,,,ＲＣ,第１種中高層住居専用地域,60,200
27094,中古マンション等,,兵庫県,神戸市長田区,若松町,新長田,2013,2,33000000,,３ＬＤＫ,65,,,,ＲＣ,近隣商業地域,80,400
27095,中古マンション等,,兵庫県,神戸市須磨区,一ノ谷町,須磨浦公園,1989,3,25000000,,３ＬＤＫ,115,,,,ＲＣ,第１種中高層住居専用地域,60,150
27096,宅地(土地と建物),住宅地,兵庫県,神戸市須磨区,戎町,板宿,2022,4,48000000,,,70,ほぼ整形,8.6,110,木造,第１種住居地域,60,200
27097,宅地(土地と建物),商業地,兵庫県,神戸市須磨区,大田町,東須磨,1992,6,20000000,,,100,ほぼ長方形,7,115,鉄骨造,近隣商業地域,80,300
27098,宅地(土地と建物),住宅地,兵庫県,神戸市須磨区,大手町,板宿,1995,8,43000000,,,165,ほぼ整形,9.2,125,軽量鉄骨造,第１種中高層住居専用地域,60,200
27099,宅地(土地と建物),住宅地,兵庫県,神戸市須磨区,神の谷,名谷,1981,18,5000000,,,150,ほぼ整形,4.3,85,木造,第１種低層住居専用地域,50,100
27100,中古マンション等,,兵庫県,神戸市須磨区,神の谷,名谷,1980,13,16000000,,３ＬＤＫ,70,,,,ＲＣ,第１種中高層住居専用地域,60,200
27101,宅地(土地と建物),住宅地,兵庫県,神戸市須磨区,北落合,名谷,2008,24,33000000,,,210,ほぼ長方形,12.8,175,木造,第１種低層住居専用地域,40,80
27102,宅地(土地と建物),住宅地,兵庫県,神戸市須磨区,車,妙法寺(兵庫),2021,16,35000000,,,115,不整形,,100,木造,第１種中高層住居専用地域,60,200
27103,中古マンション等,,兵庫県,神戸市須磨区,車,妙法寺(兵庫),1985,14,2400000,,３ＤＫ,55,,,,,第２種住居地域,60,200
27106,宅地(土地と建物),住宅地,兵庫県,神戸市須磨区,白川台,名谷,1976,26,32000000,,,330,ほぼ整形,17,190,木造,第１種低層住居専用地域,50,100
27107,宅地(土地と建物),住宅地,兵庫県,神戸市須磨区,菅の台,名谷,1976,18,7000000,,,105,ほぼ長方形,6,80,軽量鉄骨造,第１種低層住居専用地域,50,100
27108,宅地(土地と建物),住宅地,兵庫県,神戸市須磨区,須磨寺町,須磨寺,1998,3,23000000,,,90,不整形,2,80,木造,第１種中高層住居専用地域,60,300
27109,宅地(土地と建物),住宅地,兵庫県,神戸市須磨区,関守町,須磨,2021,6,37000000,,,80,不整形,5.6,95,木造,第１種低層住居専用地域,60,150
27110,中古マンション等,,兵庫県,神戸市須磨区,多井畑南町,須磨,1974,29,2900000,,４ＤＫ,60,,,,,第１種中高層住居専用地域,60,200
27111,宅地(土地と建物),住宅地,兵庫県,神戸市須磨区,高倉台,須磨,1974,30分?60分,36000000,,,250,ほぼ整形,15,165,ＲＣ,第１種低層住居専用地域,40,80
27112,中古マンション等,,兵庫県,神戸市須磨区,高倉台,須磨,1974,30分?60分,2300000,,４ＬＤＫ,60,,,,ＲＣ,第１種中高層住居専用地域,60,200
27113,中古マンション等,,兵庫県,神戸市須磨区,高倉台,妙法寺(兵庫),2000,30分?60分,11000000,,,65,,,,,第１種住居地域,60,200
27114,中古マンション等,,兵庫県,神戸市須磨区,寺田町,板宿,1986,6,9800000,,３ＤＫ,50,,,,ＲＣ,第１種住居地域,60,300
27116,中古マンション等,,兵庫県,神戸市須磨区,道正台,妙法寺(兵庫),1992,6,27000000,,３ＬＤＫ,85,,,,ＳＲＣ,第１種中高層住居専用地域,60,200
27117,宅地(土地と建物),住宅地,兵庫県,神戸市須磨区,友が丘,名谷,1970,20,19000000,,,185,ほぼ長方形,12.1,60,木造,第１種低層住居専用地域,50,100
27118,中古マンション等,,兵庫県,神戸市須磨区,西落合,名谷,1984,10,18000000,,３ＬＤＫ,80,,,,ＲＣ,第１種中高層住居専用地域,60,200
27120,宅地(土地と建物),住宅地,兵庫県,神戸市須磨区,行平町,鷹取,2022,4,44000000,,,110,ほぼ長方形,8.1,105,木造,第１種住居地域,60,200
27121,宅地(土地と建物),住宅地,兵庫県,神戸市須磨区,離宮前町,月見山,1986,4,13000000,,,150,ほぼ長方形,9,155,鉄骨造,第１種低層住居専用地域,60,150
27123,中古マンション等,,兵庫県,神戸市須磨区,竜が台,名谷,1977,13,8800000,,２ＬＤＫ,60,,,,ＲＣ,第１種中高層住居専用地域,60,200
27124,宅地(土地と建物),住宅地,兵庫県,神戸市須磨区,若木町,東須磨,2022,3,65000000,,,135,不整形,3,100,木造,第１種中高層住居専用地域,60,200
27125,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,旭が丘,垂水,1979,14,12000000,,,165,ほぼ長方形,10.9,115,木造,第１種低層住居専用地域,60,150
27126,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,乙木,滝の茶屋,1974,13,5400000,,,65,ほぼ長方形,4.6,65,木造,第１種中高層住居専用地域,60,150
27128,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,霞ケ丘,垂水,2017,9,32000000,,,70,ほぼ整形,6.2,75,木造,第１種低層住居専用地域,60,150
27129,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,霞ケ丘,垂水,2008,15,24000000,,,90,ほぼ整形,9.1,55,木造,第１種低層住居専用地域,60,150
27131,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,霞ケ丘,垂水,1973,19,9000000,,,85,ほぼ長方形,7.8,,木造,第１種低層住居専用地域,60,150
27132,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,霞ケ丘,垂水,1984,19,35000000,,,155,ほぼ整形,12,125,軽量鉄骨造,第１種低層住居専用地域,60,150
27135,中古マンション等,,兵庫県,神戸市垂水区,狩口台,朝霧,1969,8,7500000,,２ＤＫ,60,,,,ＲＣ,第１種中高層住居専用地域,60,200
27136,中古マンション等,,兵庫県,神戸市垂水区,北舞子,舞子,1997,21,16000000,,３ＬＤＫ,60,,,,ＲＣ,第１種中高層住居専用地域,60,200
27137,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,向陽,垂水,1972,29,3000000,,,50,長方形,5.1,55,木造,第１種低層住居専用地域,60,150
27138,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,五色山,霞ケ丘(兵庫),1991,3,28000000,,,95,ほぼ台形,10,140,木造,第１種中高層住居専用地域,60,200
27139,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,五色山,垂水,1967,6,7500000,,,85,ほぼ長方形,7.4,75,木造,第１種低層住居専用地域,60,150
27141,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,潮見が丘,垂水,1975,30分?60分,9000000,,,120,ほぼ長方形,7.9,80,木造,第１種住居地域,60,200
27142,中古マンション等,,兵庫県,神戸市垂水区,潮見が丘,垂水,2000,30分?60分,8800000,,３ＬＤＫ,65,,,,ＲＣ,第１種住居地域,60,200
27143,中古マンション等,,兵庫県,神戸市垂水区,潮見が丘,垂水,2000,30分?60分,11000000,,,65,,,,,第１種中高層住居専用地域,60,200
27144,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,塩屋台,塩屋(兵庫),1969,18,1000000,,,165,ほぼ整形,10,80,木造,第１種低層住居専用地域,50,100
27145,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,塩屋町,塩屋(兵庫),1969,4,1000000,,,70,ほぼ長方形,7.1,60,木造,第１種低層住居専用地域,40,80
27147,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,塩屋町,塩屋(兵庫),1959,15,1000000,,,95,ほぼ整形,6.7,85,木造,第１種中高層住居専用地域,60,200
27148,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,塩屋町,塩屋(兵庫),2022,3,44000000,,,160,不整形,9.9,115,木造,第１種住居地域,60,200
27149,中古マンション等,,兵庫県,神戸市垂水区,塩屋町,塩屋(兵庫),1989,16,24000000,,３ＬＤＫ,110,,,,,第１種低層住居専用地域,40,80
27151,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,下畑町,塩屋(兵庫),1979,24,4000000,,,85,ほぼ長方形,6.5,80,木造,第１種住居地域,60,200
27152,中古マンション等,,兵庫県,神戸市垂水区,松風台,垂水,1994,30分?60分,16000000,,３ＬＤＫ,75,,,,ＲＣ,第１種中高層住居専用地域,60,200
27153,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,城が山,滝の茶屋,1968,8,4400000,,,155,不整形,19.6,110,木造,第１種中高層住居専用地域,60,150
27154,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,神陵台,朝霧,1973,30分?60分,21000000,,,220,ほぼ長方形,12.5,120,軽量鉄骨造,第１種低層住居専用地域,50,100
27155,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,神陵台,朝霧,2013,30分?60分,29000000,,,125,ほぼ台形,10.3,100,木造,第１種中高層住居専用地域,60,200
27157,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,星陵台,垂水,2018,25,24000000,,,95,ほぼ長方形,6.4,85,木造,第１種低層住居専用地域,60,150
27158,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,星陵台,舞子,1968,25,3000000,,,105,長方形,12,95,ＲＣ,第１種低層住居専用地域,50,100
27159,宅地(土地と建物),商業地,兵庫県,神戸市垂水区,星陵台,舞子,1972,16,55000000,,,175,長方形,11,,鉄骨造,近隣商業地域,80,300
27160,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,高丸,垂水,2022,11,32000000,,,65,ほぼ長方形,6.2,80,木造,第１種低層住居専用地域,60,150
27161,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,高丸,垂水,1969,18,5800000,,,60,ほぼ長方形,4.6,55,木造,第１種中高層住居専用地域,60,200
27162,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,高丸,垂水,1970,18,3800000,,,85,ほぼ長方形,5.5,75,木造,第１種中高層住居専用地域,60,200
27164,中古マンション等,,兵庫県,神戸市垂水区,多聞町,学園都市,2020,16,41000000,,２ＬＤＫ,65,,,,ＲＣ,第１種中高層住居専用地域,60,300
27165,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,千鳥が丘,垂水,1972,26,200000,,,90,ほぼ台形,7,75,軽量鉄骨造,第１種低層住居専用地域,60,150
27167,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,つつじが丘,垂水,1985,1H?1H30,22000000,,,240,ほぼ整形,15,105,木造,第１種低層住居専用地域,50,100
27168,中古マンション等,,兵庫県,神戸市垂水区,つつじが丘,垂水,1998,30分?60分,11000000,,３ＬＤＫ,75,,,,ＲＣ,第１種低層住居専用地域,50,100
27169,中古マンション等,,兵庫県,神戸市垂水区,天ノ下町,垂水,1996,0,17000000,,２ＤＫ,60,,,,ＳＲＣ,商業地域,80,500
27170,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,西舞子,朝霧,1973,12,3800000,,,60,ほぼ長方形,6,70,木造,第１種低層住居専用地域,60,150
27171,中古マンション等,,兵庫県,神戸市垂水区,西舞子,朝霧,1992,9,8500000,,３ＬＤＫ,65,,,,ＲＣ,第１種低層住居専用地域,60,150
27172,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,西舞子,西舞子,2022,10,34000000,,,85,ほぼ長方形,7.5,105,木造,第１種中高層住居専用地域,60,200
27174,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,馬場通,垂水,2010,14,35000000,,,100,ほぼ長方形,7.7,105,木造,第１種中高層住居専用地域,60,200
27175,中古マンション等,,兵庫県,神戸市垂水区,平磯,東垂水,1999,3,2800000,,,60,,,,ＲＣ,第２種住居地域,60,200
27177,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,舞子台,舞子,2022,13,46000000,,,120,ほぼ長方形,7.7,105,木造,第１種低層住居専用地域,50,100
27178,中古マンション等,,兵庫県,神戸市垂水区,舞子台,舞子,2005,15,36000000,,,100,,,,,第１種中高層住居専用地域,60,200
27179,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,名谷町,垂水,1981,30分?60分,4300000,,,80,不整形,8,80,木造,第１種中高層住居専用地域,60,200
27180,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,名谷町,垂水,2001,30分?60分,50000000,,,610,不整形,7.2,380,鉄骨造,第１種中高層住居専用地域,60,200
27181,宅地(土地と建物),住宅地,兵庫県,神戸市垂水区,山手,東垂水,2022,18,33000000,,,115,ほぼ整形,7.4,95,木造,第１種中高層住居専用地域,60,150
27182,宅地(土地と建物),住宅地,兵庫県,神戸市北区,青葉台,箕谷,1996,20,6000000,,,120,袋地等,3,90,木造,第１種低層住居専用地域,50,100
27183,宅地(土地と建物),住宅地,兵庫県,神戸市北区,有野台,五社,1981,8,16000000,,,310,ほぼ長方形,23.2,90,軽量鉄骨造,第１種低層住居専用地域,40,80
27184,宅地(土地と建物),住宅地,兵庫県,神戸市北区,有野台,五社,1975,14,11000000,,,260,ほぼ長方形,,55,鉄骨造,第１種低層住居専用地域,50,100
27188,宅地(土地と建物),商業地,兵庫県,神戸市北区,有馬町,有馬温泉,1976,7,3200000,,,40,ほぼ長方形,9.6,35,木造,第２種住居地域,60,200
27189,中古マンション等,,兵庫県,神戸市北区,有馬町,有馬温泉,1973,12,3200000,,２ＬＤＫ,75,,,,ＲＣ,第２種住居地域,60,200
27190,中古マンション等,,兵庫県,神戸市北区,有馬町,有馬温泉,2009,3,6000000,,２ＬＤＫ,50,,,,ＲＣ,商業地域,80,400
27191,中古マンション等,,兵庫県,神戸市北区,有馬町,有馬温泉,1975,10,220000,,１ＤＫ,50,,,,ＳＲＣ,第２種住居地域,60,200
27192,中古マンション等,,兵庫県,神戸市北区,有馬町,有馬温泉,2009,3,5000000,,１ＬＤＫ,35,,,,ＲＣ,商業地域,80,400
27193,中古マンション等,,兵庫県,神戸市北区,有馬町,有馬温泉,2009,3,9300000,,１ＬＤＫ＋Ｓ,70,,,,ＲＣ,商業地域,80,400
27194,宅地(土地と建物),住宅地,兵庫県,神戸市北区,泉台,北鈴蘭台,1992,25,3000000,,,120,不整形,,100,木造,第１種低層住居専用地域,50,100
27195,宅地(土地と建物),住宅地,兵庫県,神戸市北区,泉台,北鈴蘭台,1999,16,12000000,,,115,長方形,6,95,木造,第１種低層住居専用地域,50,100
27196,宅地(土地と建物),住宅地,兵庫県,神戸市北区,大原,山の街,1990,18,17000000,,,200,ほぼ長方形,,145,木造,第１種低層住居専用地域,40,80
27197,宅地(土地と建物),住宅地,兵庫県,神戸市北区,大原,山の街,1997,20,28000000,,,250,ほぼ整形,,195,軽量鉄骨造,第１種低層住居専用地域,40,80
27200,中古マンション等,,兵庫県,神戸市北区,桂木,箕谷,1994,20,12000000,,３ＬＤＫ,80,,,,ＲＣ,第１種中高層住居専用地域,60,200
27201,中古マンション等,,兵庫県,神戸市北区,桂木,箕谷,1994,20,17000000,,２ＬＤＫ,85,,,,ＲＣ,第１種中高層住居専用地域,60,200
27202,宅地(土地と建物),住宅地,兵庫県,神戸市北区,唐櫃台,唐櫃台,2022,9,25000000,,,125,ほぼ長方形,8.8,95,木造,第１種低層住居専用地域,50,100
27204,中古マンション等,,兵庫県,神戸市北区,唐櫃台,唐櫃台,1994,8,7100000,,２ＬＤＫ,80,,,,ＲＣ,,,
