index,type,land_type,prefecture,city,city2,station_name,building_year,station_dis,price,price_per_tsubo,room,area,land_shape,frontage,gross_floor_area,building_type,city_plan,BCR,FAR
1,中古マンション等,,北海道,札幌市中央区,大通西,西１１丁目,2016,1,37000000,,３ＬＤＫ,75,,,,ＲＣ,商業地域,80,600
2,中古マンション等,,北海道,札幌市中央区,大通西,西１１丁目,2012,3,57000000,,２ＬＤＫ,75,,,,ＲＣ,商業地域,80,600
3,中古マンション等,,北海道,札幌市中央区,大通西,西１８丁目,1981,3,17000000,,２ＬＤＫ,50,,,,ＲＣ,商業地域,80,400
4,中古マンション等,,北海道,札幌市中央区,大通西,西１８丁目,1977,0,3200000,,１Ｒ,20,,,,ＳＲＣ,商業地域,80,400
5,中古マンション等,,北海道,札幌市中央区,大通西,西１８丁目,1989,2,17000000,,２ＬＤＫ,50,,,,ＳＲＣ,商業地域,80,400
6,中古マンション等,,北海道,札幌市中央区,大通西,円山公園,2015,2,64000000,,３ＬＤＫ,75,,,,ＲＣ,近隣商業地域,80,300
7,中古マンション等,,北海道,札幌市中央区,大通西,円山公園,1991,1,4200000,,１ＤＫ,20,,,,ＳＲＣ,近隣商業地域,80,300
8,中古マンション等,,北海道,札幌市中央区,大通西,円山公園,1985,3,12000000,,１ＤＫ,35,,,,ＳＲＣ,商業地域,80,400
9,中古マンション等,,北海道,札幌市中央区,大通西,円山公園,2014,5,49000000,,３ＬＤＫ,75,,,,ＲＣ,商業地域,80,400
10,中古マンション等,,北海道,札幌市中央区,大通東,バスセンター前,2019,4,36000000,,２ＬＤＫ,50,,,,ＲＣ,近隣商業地域,,
11,宅地(土地と建物),商業地,北海道,札幌市中央区,北１条西,西１８丁目,2016,4,420000000,,,400,長方形,18,990,鉄骨造,商業地域,80,400
12,中古マンション等,,北海道,札幌市中央区,北１条西,西１８丁目,1978,5,8000000,,１ＬＤＫ,50,,,,ＳＲＣ,商業地域,80,400
13,宅地(土地と建物),商業地,北海道,札幌市中央区,北２条西,さっぽろ(札幌市営),1962,3,3200000000,,,500,長方形,11,2000㎡以上,ＲＣ,商業地域,80,800
14,中古マンション等,,北海道,札幌市中央区,北２条東,苗穂,2007,6,22000000,,２ＬＤＫ,55,,,,ＲＣ,近隣商業地域,80,300
15,中古マンション等,,北海道,札幌市中央区,北２条東,苗穂,2009,6,30000000,,３ＬＤＫ,65,,,,ＲＣ,近隣商業地域,80,300
16,中古マンション等,,北海道,札幌市中央区,北２条東,バスセンター前,2017,6,42000000,,３ＬＤＫ,70,,,,ＲＣ,商業地域,80,600
17,宅地(土地と建物),住宅地,北海道,札幌市中央区,北３条西,西２８丁目,2009,11,130000000,,,250,ほぼ長方形,17,580,ＲＣ,第１種住居地域,60,200
18,中古マンション等,,北海道,札幌市中央区,北３条西,円山公園,1992,10,4000000,,１ＤＫ,30,,,,ＲＣ,第１種住居地域,60,200
19,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2021,0,43000000,,２ＤＫ,55,,,,ＲＣ,近隣商業地域,80,300
20,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,45000000,,２ＬＤＫ,70,,,,ＲＣ,近隣商業地域,80,300
21,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,28000000,,１ＬＤＫ,45,,,,ＲＣ,近隣商業地域,80,300
22,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,36000000,,２ＬＤＫ,60,,,,ＲＣ,近隣商業地域,80,300
23,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,34000000,,２ＬＤＫ,55,,,,ＲＣ,近隣商業地域,80,300
24,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,48000000,,３ＬＤＫ,75,,,,ＲＣ,近隣商業地域,80,300
25,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,41000000,,２ＬＤＫ,65,,,,ＲＣ,近隣商業地域,80,300
26,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,36000000,,２ＬＤＫ,60,,,,ＲＣ,近隣商業地域,80,300
27,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,46000000,,３ＬＤＫ,70,,,,ＲＣ,近隣商業地域,80,300
28,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,41000000,,２ＬＤＫ,65,,,,ＲＣ,近隣商業地域,80,300
29,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,48000000,,３ＬＤＫ,75,,,,ＲＣ,近隣商業地域,80,300
30,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,28000000,,１ＬＤＫ,45,,,,ＲＣ,近隣商業地域,80,300
31,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,56000000,,,80,,,,ＲＣ,近隣商業地域,80,300
32,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,45000000,,３ＬＤＫ,75,,,,ＲＣ,近隣商業地域,80,300
33,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,58000000,,３ＬＤＫ,70,,,,ＲＣ,近隣商業地域,80,300
34,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,36000000,,２ＬＤＫ,60,,,,ＲＣ,近隣商業地域,80,300
35,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,46000000,,３ＬＤＫ,75,,,,ＲＣ,近隣商業地域,80,300
36,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,48000000,,３ＬＤＫ,70,,,,ＲＣ,近隣商業地域,80,300
37,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,37000000,,,60,,,,ＲＣ,近隣商業地域,80,300
38,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,37000000,,２ＬＤＫ,60,,,,ＲＣ,近隣商業地域,80,300
39,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,47000000,,１ＬＤＫ,50,,,,ＲＣ,近隣商業地域,80,300
40,中古マンション等,,北海道,札幌市中央区,北３条東,苗穂,2022,1,35000000,,２ＬＤＫ,55,,,,ＲＣ,近隣商業地域,80,300
41,中古マンション等,,北海道,札幌市中央区,北３条東,バスセンター前,2019,6,36000000,,,60,,,,ＲＣ,近隣商業地域,80,300
43,中古マンション等,,北海道,札幌市中央区,北４条東,札幌(ＪＲ),2021,11,38000000,,２ＬＤＫ,45,,,,ＲＣ,近隣商業地域,80,300
44,中古マンション等,,北海道,札幌市中央区,北４条東,札幌(ＪＲ),2019,3,75000000,,２ＬＤＫ,75,,,,ＲＣ,商業地域,80,600
47,宅地(土地と建物),住宅地,北海道,札幌市中央区,北８条西,二十四軒,1983,6,58000000,,,280,不整形,27,185,木造,第１種住居地域,60,200
49,宅地(土地と建物),住宅地,北海道,札幌市中央区,北１４条西,桑園,1978,11,29000000,,,175,ほぼ正方形,13,185,木造,第１種住居地域,60,200
50,宅地(土地と建物),住宅地,北海道,札幌市中央区,伏見,西１８丁目,2003,30分?60分,50000000,,,460,ほぼ長方形,17.6,290,鉄骨造,第１種低層住居専用地域,40,80
51,中古マンション等,,北海道,札幌市中央区,南１条西,大通,2017,6,90000000,,３ＬＤＫ,100,,,,ＲＣ,商業地域,80,600
52,中古マンション等,,北海道,札幌市中央区,南１条西,西１８丁目,2001,5,21000000,,３ＬＤＫ,75,,,,ＲＣ,近隣商業地域,80,300
53,中古マンション等,,北海道,札幌市中央区,南１条東,バスセンター前,2000,1,35000000,,３ＬＤＫ,80,,,,,商業地域,80,400
55,中古マンション等,,北海道,札幌市中央区,南２条東,バスセンター前,2003,3,41000000,,３ＬＤＫ,95,,,,ＳＲＣ,商業地域,80,600
56,宅地(土地と建物),商業地,北海道,札幌市中央区,南３条西,大通,1991,1,500000000,,,230,長方形,9,1100,鉄骨造,商業地域,80,800
57,中古マンション等,,北海道,札幌市中央区,南３条東,バスセンター前,2005,4,26000000,,,70,,,,ＲＣ,商業地域,80,600
58,中古マンション等,,北海道,札幌市中央区,南４条西,西１１丁目,1974,7,2200000,,１Ｒ,20,,,,ＳＲＣ,商業地域,80,400
59,中古マンション等,,北海道,札幌市中央区,南４条西,円山公園,1995,7,13000000,,４ＬＤＫ,90,,,,ＲＣ,第１種住居地域,60,200
60,中古マンション等,,北海道,札幌市中央区,南４条西,円山公園,1994,6,26000000,,３ＬＤＫ,70,,,,ＲＣ,準住居地域,60,300
61,中古マンション等,,北海道,札幌市中央区,南５条西,西１１丁目,2005,11,26000000,,３ＬＤＫ,85,,,,ＲＣ,近隣商業地域,80,300
62,中古マンション等,,北海道,札幌市中央区,南５条西,西線６条,2012,3,36000000,,３ＬＤＫ,80,,,,ＲＣ,近隣商業地域,80,300
64,宅地(土地と建物),商業地,北海道,札幌市中央区,南６条西,すすきの(市営),2004,11,120000000,,,180,長方形,11,680,ＲＣ,商業地域,80,400
65,宅地(土地と建物),商業地,北海道,札幌市中央区,南６条西,すすきの(市営),2017,11,150000000,,,155,ほぼ整形,17.5,640,ＲＣ,商業地域,80,400
66,中古マンション等,,北海道,札幌市中央区,南６条西,すすきの(市営),1974,11,5700000,,１ＬＤＫ,60,,,,ＳＲＣ,商業地域,80,400
67,中古マンション等,,北海道,札幌市中央区,南６条西,西１８丁目,1997,11,25000000,,３ＬＤＫ,85,,,,ＲＣ,準住居地域,60,300
68,中古マンション等,,北海道,札幌市中央区,南６条西,円山公園,1986,11,13000000,,４ＬＤＫ,75,,,,ＲＣ,第１種住居地域,60,200
70,中古マンション等,,北海道,札幌市中央区,南７条西,豊水すすきの,2006,4,41000000,,２ＬＤＫ,90,,,,ＲＣ,商業地域,80,400
72,宅地(土地と建物),住宅地,北海道,札幌市中央区,南８条西,中島公園,2012,12,130000000,,,195,長方形,11,580,ＲＣ,近隣商業地域,80,300
73,中古マンション等,,北海道,札幌市中央区,南８条西,中島公園,1973,3,2000000,,１Ｋ,15,,,,ＲＣ,商業地域,80,600
74,中古マンション等,,北海道,札幌市中央区,南８条西,中島公園,1974,7,8000000,,３ＬＤＫ,75,,,,ＳＲＣ,近隣商業地域,80,300
76,中古マンション等,,北海道,札幌市中央区,南８条西,西１８丁目,1974,14,14000000,,２ＬＤＫ,65,,,,ＳＲＣ,近隣商業地域,80,300
77,中古マンション等,,北海道,札幌市中央区,南９条西,西１８丁目,1984,18,15000000,,２ＤＫ,60,,,,ＳＲＣ,近隣商業地域,80,300
79,中古マンション等,,北海道,札幌市中央区,南１０条西,西１１丁目,1995,19,26000000,,３ＬＤＫ,75,,,,ＲＣ,第１種住居地域,60,200
80,中古マンション等,,北海道,札幌市中央区,南１１条西,西１１丁目,2016,25,30000000,,３ＬＤＫ,75,,,,ＲＣ,近隣商業地域,80,300
82,中古マンション等,,北海道,札幌市中央区,南１１条西,西線１１条,1998,11,15000000,,２ＤＫ,60,,,,ＲＣ,近隣商業地域,80,300
83,中古マンション等,,北海道,札幌市中央区,南１３条西,西線１４条,2019,2,26000000,,２ＬＤＫ,55,,,,ＲＣ,近隣商業地域,80,300
84,中古マンション等,,北海道,札幌市中央区,南１３条西,円山公園,1995,28,26000000,,３ＬＤＫ,70,,,,ＲＣ,第１種中高層住居専用地域,60,200
85,中古マンション等,,北海道,札幌市中央区,南１３条西,円山公園,1985,25,18000000,,３ＬＤＫ,85,,,,ＲＣ,近隣商業地域,80,300
86,宅地(土地と建物),住宅地,北海道,札幌市中央区,南１４条西,西１８丁目,2022,26,85000000,,,200,長方形,8.5,135,軽量鉄骨造,第１種住居地域,60,200
87,中古マンション等,,北海道,札幌市中央区,南１４条西,西線１４条,1998,3,2500000,,,15,,,,ＲＣ,準住居地域,60,300
88,中古マンション等,,北海道,札幌市中央区,南１４条西,幌平橋,1988,9,900000,,,45,,,,ＳＲＣ,近隣商業地域,80,200
89,中古マンション等,,北海道,札幌市中央区,南１４条西,幌平橋,1999,26,32000000,,４ＬＤＫ,105,,,,ＲＣ,準住居地域,60,300
90,宅地(土地と建物),住宅地,北海道,札幌市中央区,南１５条西,幌平橋,1983,9,49000000,,,320,ほぼ長方形,14,170,木造,第１種住居地域,60,200
91,中古マンション等,,北海道,札幌市中央区,南１７条西,西線１６条,2017,1,26000000,,２ＤＫ,50,,,,ＲＣ,近隣商業地域,80,300
92,中古マンション等,,北海道,札幌市中央区,南１８条西,幌平橋,1994,10,17000000,,,70,,,,ＲＣ,第１種住居地域,60,200
93,中古マンション等,,北海道,札幌市中央区,南１９条西,ロープウェイ入口,2003,5,28000000,,３ＬＤＫ,80,,,,ＲＣ,近隣商業地域,80,300
94,中古マンション等,,北海道,札幌市中央区,南２０条西,石山通,2017,4,32000000,,３ＬＤＫ,70,,,,ＲＣ,第２種中高層住居専用地域,60,200
95,中古マンション等,,北海道,札幌市中央区,南２０条西,石山通,1964,3,11000000,,２ＬＤＫ,70,,,,ＲＣ,第２種中高層住居専用地域,60,200
96,宅地(土地と建物),商業地,北海道,札幌市中央区,南２１条西,幌平橋,2004,14,65000000,,,270,長方形,11,500,ＲＣ,近隣商業地域,80,300
97,中古マンション等,,北海道,札幌市中央区,南２２条西,西１８丁目,1974,30分?60分,3500000,,３ＬＤＫ,50,,,,ＲＣ,第１種住居地域,60,200
98,中古マンション等,,北海道,札幌市中央区,南２４条西,西１１丁目,1989,30分?60分,19000000,,４ＬＤＫ,85,,,,ＲＣ,第２種中高層住居専用地域,60,200
99,宅地(土地と建物),住宅地,北海道,札幌市中央区,南２５条西,幌平橋,2000,25,47000000,,,370,長方形,11,650,ＲＣ,第２種中高層住居専用地域,60,200
101,中古マンション等,,北海道,札幌市中央区,南２６条西,幌平橋,1978,30分?60分,7000000,,３ＬＤＫ,55,,,,ＲＣ,第２種中高層住居専用地域,60,200
102,中古マンション等,,北海道,札幌市中央区,宮の森１条,円山公園,1997,29,15000000,,,95,,,,ＲＣ,第１種中高層住居専用地域,60,200
104,中古マンション等,,北海道,札幌市中央区,宮の森３条,西２８丁目,1999,13,34000000,,４ＬＤＫ,105,,,,ＲＣ,準住居地域,60,300
105,中古マンション等,,北海道,札幌市中央区,宮の森３条,西２８丁目,1974,10,11000000,,４ＬＤＫ,100,,,,ＲＣ,近隣商業地域,80,300
106,中古マンション等,,北海道,札幌市中央区,宮の森３条,西２８丁目,1991,13,28000000,,３ＬＤＫ,110,,,,ＲＣ,第１種中高層住居専用地域,60,200
107,中古マンション等,,北海道,札幌市中央区,宮の森３条,西２８丁目,1999,13,35000000,,４ＬＤＫ,105,,,,ＲＣ,準住居地域,60,300
108,中古マンション等,,北海道,札幌市中央区,宮の森３条,西２８丁目,1987,9,17000000,,３ＬＤＫ,65,,,,,第１種中高層住居専用地域,60,200
109,宅地(土地と建物),住宅地,北海道,札幌市中央区,宮の森４条,西２８丁目,1998,20,54000000,,,240,長方形,14,110,木造,第１種中高層住居専用地域,60,200
110,宅地(土地と建物),住宅地,北海道,札幌市中央区,宮の森４条,西２８丁目,1987,14,110000000,,,460,長方形,22,830,鉄骨造,第１種中高層住居専用地域,60,200
112,宅地(土地と建物),住宅地,北海道,札幌市北区,あいの里１条,あいの里教育大,1986,6,16000000,,,220,長方形,12.5,100,木造,第１種低層住居専用地域,40,80
113,中古マンション等,,北海道,札幌市北区,あいの里２条,あいの里教育大,1992,8,1000000,,１ＬＤＫ,50,,,,ＳＲＣ,第２種中高層住居専用地域,60,200
114,中古マンション等,,北海道,札幌市北区,あいの里２条,あいの里教育大,2004,7,2000000,,１ＬＤＫ,50,,,,ＲＣ,第２種中高層住居専用地域,60,200
115,中古マンション等,,北海道,札幌市北区,あいの里２条,あいの里教育大,2004,7,2700000,,１ＬＤＫ,50,,,,ＲＣ,第２種中高層住居専用地域,60,200
116,中古マンション等,,北海道,札幌市北区,あいの里２条,あいの里教育大,1992,8,2000000,,１ＬＤＫ,50,,,,ＳＲＣ,第２種中高層住居専用地域,60,200
117,中古マンション等,,北海道,札幌市北区,あいの里２条,あいの里教育大,1992,8,6000000,,２ＬＤＫ,60,,,,ＳＲＣ,第２種中高層住居専用地域,60,200
118,中古マンション等,,北海道,札幌市北区,あいの里２条,あいの里教育大,2004,7,2000000,,１ＬＤＫ,50,,,,ＲＣ,第２種中高層住居専用地域,60,200
119,中古マンション等,,北海道,札幌市北区,あいの里２条,あいの里教育大,2004,7,7800000,,２ＬＤＫ,70,,,,ＲＣ,第２種中高層住居専用地域,60,200
120,中古マンション等,,北海道,札幌市北区,あいの里２条,あいの里教育大,1992,8,4200000,,１ＬＤＫ,50,,,,ＳＲＣ,第２種中高層住居専用地域,60,200
121,中古マンション等,,北海道,札幌市北区,あいの里２条,あいの里教育大,1992,8,2500000,,１ＬＤＫ,50,,,,ＳＲＣ,第２種中高層住居専用地域,60,200
122,中古マンション等,,北海道,札幌市北区,あいの里２条,あいの里教育大,1992,8,2500000,,２ＬＤＫ,60,,,,ＳＲＣ,第２種中高層住居専用地域,60,200
123,宅地(土地と建物),住宅地,北海道,札幌市北区,あいの里２条,拓北,1991,14,25000000,,,250,長方形,13.5,140,木造,第１種低層住居専用地域,40,80
124,宅地(土地と建物),住宅地,北海道,札幌市北区,あいの里３条,拓北,1990,16,10000000,,,195,長方形,13,115,木造,第１種低層住居専用地域,40,80
125,宅地(土地と建物),住宅地,北海道,札幌市北区,あいの里３条,拓北,2003,16,25000000,,,210,ほぼ長方形,16.5,125,木造,第１種低層住居専用地域,40,80
126,宅地(土地と建物),住宅地,北海道,札幌市北区,あいの里４条,あいの里教育大,1989,19,11000000,,,230,ほぼ正方形,15.3,130,木造,第１種低層住居専用地域,40,80
128,宅地(土地と建物),住宅地,北海道,札幌市北区,あいの里４条,拓北,1996,21,20000000,,,220,長方形,14,115,木造,第１種低層住居専用地域,40,80
129,宅地(土地と建物),住宅地,北海道,札幌市北区,あいの里４条,拓北,1996,20,12000000,,,270,ほぼ長方形,17.8,180,木造,第１種低層住居専用地域,40,80
130,宅地(土地と建物),住宅地,北海道,札幌市北区,麻生町,麻生,2011,7,94000000,,,200,台形,12.6,490,ＳＲＣ,第２種中高層住居専用地域,60,200
132,中古マンション等,,北海道,札幌市北区,北７条西,札幌(ＪＲ),2003,11,42000000,,３ＬＤＫ,95,,,,ＳＲＣ,第１種住居地域,60,200
133,中古マンション等,,北海道,札幌市北区,北８条西,札幌(ＪＲ),1974,6,1900000,,,15,,,,ＳＲＣ,商業地域,80,400
134,中古マンション等,,北海道,札幌市北区,北１０条西,札幌(ＪＲ),2014,4,28000000,,２ＬＤＫ,50,,,,ＲＣ,商業地域,80,400
135,中古マンション等,,北海道,札幌市北区,北１１条西,北１３条東,1991,3,5700000,,１Ｋ,30,,,,ＳＲＣ,近隣商業地域,80,300
136,中古マンション等,,北海道,札幌市北区,北１１条西,北１２条,1997,1,42000000,,４ＬＤＫ,95,,,,ＲＣ,商業地域,80,400
137,中古マンション等,,北海道,札幌市北区,北１１条西,北１２条,1980,1,4400000,,１ＤＫ,15,,,,ＳＲＣ,商業地域,80,400
138,中古マンション等,,北海道,札幌市北区,北１１条西,北１２条,1980,1,4500000,,１ＤＫ,15,,,,ＳＲＣ,商業地域,80,400
139,中古マンション等,,北海道,札幌市北区,北１２条西,北１２条,2020,2,23000000,,１ＤＫ,30,,,,ＲＣ,商業地域,80,400
140,中古マンション等,,北海道,札幌市北区,北１３条西,北１３条東,2018,3,36000000,,３ＬＤＫ,65,,,,ＲＣ,近隣商業地域,80,300
141,中古マンション等,,北海道,札幌市北区,北１６条西,北１８条,2000,4,16000000,,２ＬＤＫ,70,,,,ＲＣ,近隣商業地域,80,300
142,宅地(土地と建物),商業地,北海道,札幌市北区,北１８条西,北１８条,2007,2,640000000,,,380,長方形,12.7,1900,ＲＣ,商業地域,80,400
143,宅地(土地と建物),商業地,北海道,札幌市北区,北１８条西,北１８条,2007,2,560000000,,,400,ほぼ長方形,12,2000㎡以上,鉄骨造,商業地域,80,400
144,中古マンション等,,北海道,札幌市北区,北１８条西,北１８条,1974,3,5000000,,１ＬＤＫ,45,,,,ＳＲＣ,商業地域,80,400
145,中古マンション等,,北海道,札幌市北区,北１８条西,北１８条,1974,3,3000000,,１ＬＤＫ,45,,,,ＳＲＣ,商業地域,80,400
148,中古マンション等,,北海道,札幌市北区,北２０条西,北１８条,1988,5,2600000,,１Ｋ,20,,,,ＲＣ,近隣商業地域,80,300
149,中古マンション等,,北海道,札幌市北区,北２０条西,北１８条,1988,6,1500000,,１Ｋ,20,,,,ＲＣ,近隣商業地域,80,300
150,宅地(土地と建物),住宅地,北海道,札幌市北区,北２０条西,北２４条,1989,5,110000000,,,410,長方形,18.2,780,ＲＣ,第１種住居地域,60,200
151,宅地(土地と建物),住宅地,北海道,札幌市北区,北２３条西,北２４条,1988,8,65000000,,,420,長方形,12.7,410,木造,第２種中高層住居専用地域,60,200
152,中古マンション等,,北海道,札幌市北区,北２３条西,北２４条,1982,1,3200000,,１ＤＫ,20,,,,ＲＣ,商業地域,80,400
153,中古マンション等,,北海道,札幌市北区,北２３条西,北２４条,1998,19,27000000,,３ＬＤＫ＋Ｓ,90,,,,ＲＣ,準住居地域,60,200
154,中古マンション等,,北海道,札幌市北区,北２３条西,北２４条,2014,1,22000000,,１ＬＤＫ,40,,,,ＲＣ,商業地域,80,400
155,中古マンション等,,北海道,札幌市北区,北２３条西,北２４条,1982,1,3200000,,１Ｋ,20,,,,ＲＣ,商業地域,80,400
156,中古マンション等,,北海道,札幌市北区,北２３条西,北２４条,1982,1,3000000,,１ＤＫ,20,,,,ＲＣ,商業地域,80,400
157,宅地(土地と建物),住宅地,北海道,札幌市北区,北２４条西,北２４条,1980,24,26000000,,,300,ほぼ長方形,16,280,木造,第２種中高層住居専用地域,60,200
160,宅地(土地と建物),住宅地,北海道,札幌市北区,北２５条西,北２４条,1989,10,21000000,,,95,ほぼ長方形,7.7,170,木造,第２種中高層住居専用地域,60,200
161,中古マンション等,,北海道,札幌市北区,北２５条西,北２４条,1978,5,2300000,,１Ｋ,25,,,,ＳＲＣ,近隣商業地域,80,400
162,中古マンション等,,北海道,札幌市北区,北２５条西,北２４条,1997,11,24000000,,３ＬＤＫ,80,,,,ＳＲＣ,第２種中高層住居専用地域,,
163,中古マンション等,,北海道,札幌市北区,北２５条西,北２４条,1978,5,2600000,,１Ｋ,25,,,,ＳＲＣ,近隣商業地域,80,400
164,中古マンション等,,北海道,札幌市北区,北２９条西,北３４条,1973,4,7800000,,２ＬＤＫ,50,,,,ＲＣ,第１種住居地域,60,200
165,中古マンション等,,北海道,札幌市北区,北２９条西,北３４条,1973,4,5700000,,２ＬＤＫ,55,,,,ＲＣ,第１種住居地域,60,200
168,宅地(土地と建物),住宅地,北海道,札幌市北区,北３０条西,新川(北海道),2022,12,34000000,,,95,長方形,7.2,130,木造,第２種中高層住居専用地域,60,200
169,宅地(土地と建物),住宅地,北海道,札幌市北区,北３１条西,北３４条,2006,8,110000000,,,320,ほぼ長方形,16.4,600,ＲＣ,第２種中高層住居専用地域,60,200
170,中古マンション等,,北海道,札幌市北区,北３１条西,北３４条,1976,3,5500000,,２ＤＫ,40,,,,ＳＲＣ,第１種住居地域,60,200
171,中古マンション等,,北海道,札幌市北区,北３１条西,北３４条,1982,12,13000000,,３ＬＤＫ,70,,,,ＳＲＣ,第２種中高層住居専用地域,60,200
173,中古マンション等,,北海道,札幌市北区,北３３条西,北３４条,1976,0,15000000,,２ＬＤＫ＋Ｓ,70,,,,ＳＲＣ,近隣商業地域,80,300
175,宅地(土地と建物),住宅地,北海道,札幌市北区,北３４条西,北３４条,2015,1,140000000,,,230,長方形,18.2,440,ＲＣ,第１種住居地域,60,200
176,中古マンション等,,北海道,札幌市北区,北３４条西,北３４条,1990,3,6600000,,１ＬＤＫ,30,,,,ＳＲＣ,近隣商業地域,80,200
177,中古マンション等,,北海道,札幌市北区,北３４条西,北３４条,1990,3,6500000,,１ＬＤＫ,35,,,,ＳＲＣ,近隣商業地域,80,200
178,中古マンション等,,北海道,札幌市北区,北３５条西,北３４条,1996,5,21000000,,,80,,,,ＳＲＣ,第２種中高層住居専用地域,60,200
179,宅地(土地と建物),住宅地,北海道,札幌市北区,北３６条西,麻生,2005,5,210000000,,,390,ほぼ長方形,14.6,890,ＲＣ,第１種住居地域,60,200
181,中古マンション等,,北海道,札幌市北区,北３６条西,麻生,1977,6,8800000,,３ＬＤＫ,55,,,,ＲＣ,第２種中高層住居専用地域,60,200
182,中古マンション等,,北海道,札幌市北区,北３７条西,麻生,1983,7,11000000,,３ＬＤＫ,70,,,,ＲＣ,第２種中高層住居専用地域,60,200
183,中古マンション等,,北海道,札幌市北区,北３７条西,麻生,1983,7,9000000,,３ＬＤＫ,70,,,,ＲＣ,第２種中高層住居専用地域,60,200
184,宅地(土地と建物),住宅地,北海道,札幌市北区,篠路２条,篠路,1978,16,10000000,,,170,長方形,12,80,木造,第１種低層住居専用地域,50,80
185,宅地(土地と建物),住宅地,北海道,札幌市北区,篠路２条,篠路,2022,14,34000000,,,190,長方形,10.8,100,木造,第１種低層住居専用地域,50,80
188,宅地(土地と建物),住宅地,北海道,札幌市北区,篠路３条,篠路,2008,1,650000000,,,2000㎡以上,ほぼ台形,48,2000㎡以上,ＲＣ,第１種住居地域,60,200
190,宅地(土地と建物),住宅地,北海道,札幌市北区,篠路４条,篠路,1976,11,15000000,,,155,ほぼ台形,12.7,160,木造,第１種住居地域,60,200
191,宅地(土地と建物),住宅地,北海道,札幌市北区,篠路７条,篠路,1977,9,26000000,,,410,ほぼ長方形,22,115,木造,第１種低層住居専用地域,50,80
193,宅地(土地と建物),住宅地,北海道,札幌市北区,篠路９条,篠路,1973,20,7000000,,,160,長方形,13,80,木造,第１種低層住居専用地域,50,80
194,宅地(土地と建物),住宅地,北海道,札幌市北区,篠路１０条,篠路,1976,28,17000000,,,200,ほぼ台形,15,105,木造,第１種低層住居専用地域,50,80
195,宅地(土地と建物),住宅地,北海道,札幌市北区,篠路町,篠路,1976,30分?60分,1400000,,,190,不整形,8.6,105,木造,市街化調整区域,60,200
203,宅地(土地と建物),住宅地,北海道,札幌市北区,篠路町,篠路,2023,18,45000000,,,190,長方形,11.8,105,木造,市街化調整区域,50,80
205,宅地(土地と建物),住宅地,北海道,札幌市北区,篠路町,篠路,1982,26,9000000,,,160,長方形,10.9,80,木造,市街化調整区域,50,80
209,中古マンション等,,北海道,札幌市北区,新川４条,北２４条,1993,30分?60分,13000000,,３ＬＤＫ,65,,,,ＲＣ,準住居地域,60,200
211,中古マンション等,,北海道,札幌市北区,新川４条,新川(北海道),1981,3,12000000,,２ＬＤＫ,70,,,,ＲＣ,第２種中高層住居専用地域,60,200
215,宅地(土地と建物),住宅地,北海道,札幌市北区,新川西２条,北２４条,2022,1H?1H30,38000000,,,220,ほぼ長方形,10,115,木造,第１種低層住居専用地域,40,80
219,宅地(土地と建物),住宅地,北海道,札幌市北区,新琴似４条,麻生,1966,13,18000000,,,150,正方形,12.4,75,木造,第１種住居地域,60,200
222,中古マンション等,,北海道,札幌市北区,新琴似５条,麻生,1997,13,21000000,,,80,,,,ＳＲＣ,第１種住居地域,60,200
223,宅地(土地と建物),住宅地,北海道,札幌市北区,新琴似６条,麻生,1989,8,19000000,,,90,ほぼ正方形,9.1,130,ＲＣ、木造,第１種住居地域,60,200
225,宅地(土地と建物),商業地,北海道,札幌市北区,新琴似７条,麻生,1979,30分?60分,20000000,,,130,正方形,11,175,木造,近隣商業地域,80,200
226,中古マンション等,,北海道,札幌市北区,新琴似７条,麻生,1987,6,5000000,,３ＬＤＫ,75,,,,ＲＣ,近隣商業地域,80,300
228,宅地(土地と建物),住宅地,北海道,札幌市北区,新琴似８条,麻生,2022,30分?60分,31000000,,,115,長方形,10.2,90,木造,第１種低層住居専用地域,50,80
